Payment.Method,Railcard,Ticket.Class,Ticket.Type,Price,Departure.Station,Arrival.Station,Departure,Scheduled.Arrival,Actual.Arrival,Journey.Status,Reason.for.Delay,Refund.Request,Row_ID,MediumPrice
Credit Card,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-02-28 17:45:00,2024-02-28 18:15:00,2024-02-28 18:59,Delayed,Traffic,0,15688,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-27 17:45:00,2024-02-27 19:35:00,2024-02-27 19:54,Delayed,Signal Failure,0,15693,0
Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-02-27 04:30:00,2024-02-27 05:00:00,,Cancelled,Traffic,0,15697,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-27 08:00:00,2024-02-27 10:15:00,2024-02-27 11:06,Delayed,Weather,0,15702,0
Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-02-27 09:00:00,2024-02-27 09:45:00,2024-02-27 12:27,Delayed,Signal Failure,0,15704,0
Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-27 16:00:00,2024-02-27 17:20:00,2024-02-27 18:19,Delayed,Weather,0,15718,0
Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-02-27 17:30:00,2024-02-27 19:45:00,2024-02-27 20:08,Delayed,Technical Issue,1,15720,0
Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,2024-02-28 06:30:00,2024-02-28 07:50:00,,Cancelled,Weather,0,15732,1
Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-02-28 17:45:00,2024-02-28 18:15:00,2024-02-28 18:59,Delayed,Traffic,0,15744,0
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-29 16:00:00,2024-02-29 17:20:00,2024-02-29 18:13,Delayed,Signal Failure,0,15748,0
Debit Card,Adult,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-02-29 17:30:00,2024-02-29 19:20:00,2024-02-29 19:39,Delayed,Technical Issue,1,15750,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15816,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15817,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-02 11:00:00,2024-03-02 11:30:00,2024-03-02 14:26,Delayed,Staff-Related,0,15821,0
Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-03-01 17:30:00,2024-03-01 19:45:00,2024-03-01 20:03,Delayed,Technical Issue,1,15835,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-03-02 18:45:00,2024-03-02 20:35:00,,Cancelled,Staff-Related,0,15844,0
Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-03-02 02:15:00,2024-03-02 03:35:00,,Cancelled,Weather,1,15862,0
Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-02 03:30:00,2024-03-02 05:20:00,,Cancelled,Staff-Related,1,15871,0
Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-03-02 03:30:00,2024-03-02 05:20:00,2024-03-02 05:36,Delayed,Weather,0,15872,0
Debit Card,Senior,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,2024-03-02 09:30:00,2024-03-02 11:45:00,2024-03-02 11:49,Delayed,Traffic,1,15896,0
Contactless,Senior,Standard,Off-Peak,13,London Paddington,Reading,2024-03-02 07:15:00,2024-03-02 08:15:00,,Cancelled,Traffic,0,15907,1
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15915,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15919,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15920,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15922,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15924,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15927,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02 08:00:00,2024-03-02 10:15:00,2024-03-02 11:07,Delayed,Weather,0,15928,0
Credit Card,Adult,Standard,Off-Peak,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-02 08:45:00,2024-03-02 09:15:00,,Cancelled,Traffic,1,15934,0
Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-03-02 09:45:00,2024-03-02 11:05:00,,Cancelled,Signal Failure,1,15961,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 07:30:00,2024-03-03 09:20:00,,Cancelled,Signal Failure,0,15967,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 07:30:00,2024-03-03 09:20:00,,Cancelled,Signal Failure,0,15969,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 07:30:00,2024-03-03 09:20:00,,Cancelled,Signal Failure,1,15971,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-03 08:00:00,2024-03-03 10:15:00,2024-03-03 10:52,Delayed,Weather,0,15976,0
Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,2024-03-02 11:00:00,2024-03-02 11:30:00,2024-03-02 14:26,Delayed,Staff-Related,0,15978,1
Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-03-03 08:00:00,2024-03-03 10:15:00,2024-03-03 10:52,Delayed,Weather,0,15979,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-03 08:00:00,2024-03-03 10:15:00,2024-03-03 10:52,Delayed,Weather,0,15980,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-03 08:00:00,2024-03-03 10:15:00,2024-03-03 10:52,Delayed,Weather,0,15981,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-02 11:15:00,2024-03-02 11:45:00,,Cancelled,Weather,0,15984,0
Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-03-03 09:00:00,2024-03-03 09:45:00,2024-03-03 11:59,Delayed,Signal Failure,0,15992,0
Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-03-03 09:00:00,2024-03-03 09:45:00,2024-03-03 11:59,Delayed,Signal Failure,0,15995,0
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-02 11:15:00,2024-03-02 11:45:00,2024-03-02 12:19,Delayed,Technical Issue,1,15997,0
Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-02 13:00:00,2024-03-02 14:50:00,,Cancelled,Traffic,1,16002,0
Debit Card,Adult,First Class,Advance,19,Birmingham New Street,Manchester Piccadilly,2024-03-03 11:15:00,2024-03-03 12:35:00,2024-03-03 12:45,Delayed,Technical Issue,1,16006,1
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16018,0
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-03-03 13:30:00,2024-03-03 14:30:00,,Cancelled,Signal Failure,1,16030,1
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-03-03 15:00:00,2024-03-03 16:00:00,2024-03-03 16:25,Delayed,Technical Issue,0,16047,1
Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-03-03 15:00:00,2024-03-03 16:00:00,2024-03-03 16:25,Delayed,Technical Issue,0,16049,1
Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-03-03 15:30:00,2024-03-03 16:50:00,,Cancelled,Weather,1,16050,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-02 19:15:00,2024-03-02 19:45:00,,Cancelled,Staff-Related,0,16067,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 16:15:00,2024-03-03 18:05:00,,Cancelled,Traffic,1,16068,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-02 19:15:00,2024-03-02 19:45:00,,Cancelled,Staff-Related,0,16069,0
Contactless,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-03-03 17:30:00,2024-03-03 19:45:00,2024-03-03 19:52,Delayed,Technical Issue,0,16077,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 17:45:00,2024-03-03 19:35:00,2024-03-03 19:37,Delayed,Signal Failure,0,16080,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 17:45:00,2024-03-03 19:35:00,2024-03-03 19:37,Delayed,Signal Failure,0,16083,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16090,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16092,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,1,16095,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 17:45:00,2024-03-03 19:35:00,2024-03-03 19:37,Delayed,Signal Failure,0,16096,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16100,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 17:45:00,2024-03-03 19:35:00,2024-03-03 19:37,Delayed,Signal Failure,0,16102,0
Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-03-03 17:45:00,2024-03-03 19:35:00,2024-03-03 19:37,Delayed,Signal Failure,0,16103,0
Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16104,0
Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16105,0
Contactless,Adult,First Class,Advance,18,London Paddington,Reading,2024-03-04 02:15:00,2024-03-04 03:15:00,,Cancelled,Staff-Related,1,16155,1
Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-03 07:30:00,2024-03-03 09:20:00,,Cancelled,Signal Failure,0,16185,0
Credit Card,Disabled,Standard,Off-Peak,35,London Kings Cross,York,2024-03-03 07:30:00,2024-03-03 09:20:00,,Cancelled,Signal Failure,0,16186,0
Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-03 07:30:00,2024-03-03 09:20:00,,Cancelled,Signal Failure,0,16190,0
Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-03 08:00:00,2024-03-03 10:15:00,2024-03-03 10:52,Delayed,Weather,0,16201,0
Credit Card,None,First Class,Advance,52,London Euston,Birmingham New Street,2024-03-04 06:30:00,2024-03-04 07:50:00,,Cancelled,Signal Failure,1,16225,0
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-04 06:30:00,2024-03-04 07:50:00,,Cancelled,Signal Failure,0,16226,0
Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-03-04 07:45:00,2024-03-04 09:15:00,,Cancelled,Weather,1,16236,1
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-03 10:30:00,2024-03-03 11:00:00,,Cancelled,Staff-Related,1,16244,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16248,0
Credit Card,None,Standard,Advance,21,Birmingham New Street,London Euston,2024-03-04 08:00:00,2024-03-04 09:20:00,2024-03-04 10:04,Delayed,Weather,0,16249,1
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16250,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16251,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-03-04 08:00:00,2024-03-04 09:50:00,2024-03-04 10:11,Delayed,Weather,0,16252,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16253,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16254,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16255,0
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-04 08:15:00,2024-03-04 09:35:00,2024-03-04 09:56,Delayed,Signal Failure,0,16257,0
Credit Card,Adult,First Class,Off-Peak,10,Liverpool Lime Street,Manchester Piccadilly,2024-03-03 11:15:00,2024-03-03 11:45:00,2024-03-03 12:06,Delayed,Technical Issue,0,16258,0
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-03 11:15:00,2024-03-03 11:45:00,2024-03-03 12:06,Delayed,Technical Issue,1,16266,0
Debit Card,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-04 09:15:00,2024-03-04 09:45:00,2024-03-04 09:45,Delayed,Weather,0,16269,0
Debit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-04 11:15:00,2024-03-04 11:45:00,2024-03-04 11:59,Delayed,Technical Issue,1,16279,0
Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-03-04 11:15:00,2024-03-04 12:35:00,2024-03-04 13:03,Delayed,Technical Issue,1,16281,0
Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-03-03 15:00:00,2024-03-03 16:00:00,2024-03-03 16:25,Delayed,Technical Issue,0,16291,1
Contactless,Senior,Standard,Off-Peak,13,London Paddington,Reading,2024-03-03 15:00:00,2024-03-03 16:00:00,2024-03-03 16:25,Delayed,Technical Issue,0,16292,1
Debit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-03 15:30:00,2024-03-03 17:45:00,2024-03-03 18:03,Delayed,Staff-Related,1,16312,0
Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-03 17:45:00,2024-03-03 19:35:00,2024-03-03 19:37,Delayed,Signal Failure,0,16314,0
Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-03 17:45:00,2024-03-03 19:35:00,2024-03-03 19:37,Delayed,Signal Failure,1,16324,0
Credit Card,Adult,First Class,Advance,18,London Paddington,Reading,2024-03-04 14:30:00,2024-03-04 15:30:00,,Cancelled,Signal Failure,0,16329,1
Debit Card,Adult,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,2024-03-03 17:30:00,2024-03-03 19:45:00,2024-03-03 19:52,Delayed,Technical Issue,1,16333,0
Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16335,1
Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16337,0
Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16339,1
Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16342,1
Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-03 18:45:00,2024-03-03 20:05:00,,Cancelled,Signal Failure,0,16343,1
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-04 16:00:00,2024-03-04 16:30:00,,Cancelled,Technical Issue,0,16344,0
Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-04 16:00:00,2024-03-04 16:30:00,,Cancelled,Technical Issue,0,16349,0
Debit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-03-04 17:30:00,2024-03-04 19:45:00,2024-03-04 20:13,Delayed,Technical Issue,1,16354,0
Credit Card,None,First Class,Advance,7,Birmingham New Street,Stafford,2024-03-04 17:45:00,2024-03-04 18:15:00,,Cancelled,Weather,0,16383,0
Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-03-04 06:30:00,2024-03-04 07:50:00,,Cancelled,Signal Failure,0,16430,1
Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-03-04 06:30:00,2024-03-04 07:50:00,,Cancelled,Signal Failure,0,16432,1
Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-03-04 06:30:00,2024-03-04 07:50:00,,Cancelled,Signal Failure,0,16435,1
Credit Card,Disabled,Standard,Anytime,14,York,Wakefield,2024-03-04 07:30:00,2024-03-04 07:55:00,2024-03-04 08:13,Delayed,Staff-Related,0,16447,1
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16452,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16453,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16454,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16455,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-04 08:00:00,2024-03-04 10:15:00,2024-03-04 10:56,Delayed,Weather,0,16457,0
Contactless,Disabled,Standard,Advance,8,London Paddington,Reading,2024-03-05 05:30:00,2024-03-05 06:30:00,2024-03-05 07:28,Delayed,Staff-Related,0,16462,0
Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-03-04 07:45:00,2024-03-04 09:15:00,,Cancelled,Weather,0,16464,0
Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-03-04 07:45:00,2024-03-04 09:15:00,,Cancelled,Weather,0,16468,0
Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-03-04 07:45:00,2024-03-04 09:15:00,,Cancelled,Weather,0,16470,0
Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-03-04 07:45:00,2024-03-04 09:15:00,,Cancelled,Weather,0,16471,0
Contactless,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-05 05:45:00,2024-03-05 06:15:00,2024-03-05 06:29,Delayed,Signal Failure,0,16473,0
Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-03-04 07:45:00,2024-03-04 09:15:00,,Cancelled,Weather,0,16474,0
Contactless,Adult,Standard,Off-Peak,12,Manchester Piccadilly,Nottingham,2024-03-04 09:00:00,2024-03-04 10:00:00,2024-03-04 10:50,Delayed,Signal Failure,0,16476,1
Debit Card,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-04 09:15:00,2024-03-04 09:45:00,2024-03-04 09:45,Delayed,Weather,0,16478,0
Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-03-05 06:15:00,2024-03-05 07:15:00,,Cancelled,Signal Failure,0,16479,0
Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-03-05 06:15:00,2024-03-05 07:15:00,,Cancelled,Signal Failure,1,16481,0
Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-04 09:15:00,2024-03-04 09:45:00,2024-03-04 09:45,Delayed,Weather,0,16483,0
Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-03-05 07:45:00,2024-03-05 09:15:00,,Cancelled,Signal Failure,0,16492,1
Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-03-05 07:45:00,2024-03-05 09:15:00,,Cancelled,Signal Failure,0,16493,1
Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-03-05 07:45:00,2024-03-05 09:15:00,,Cancelled,Signal Failure,0,16494,1
Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-03-05 07:45:00,2024-03-05 09:15:00,,Cancelled,Signal Failure,0,16500,1
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-03-05 08:00:00,2024-03-05 09:50:00,2024-03-05 10:28,Delayed,Weather,0,16507,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-04 11:00:00,2024-03-04 11:30:00,2024-03-04 14:29,Delayed,Staff-Related,0,16509,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-03-05 08:00:00,2024-03-05 09:50:00,2024-03-05 10:28,Delayed,Weather,0,16513,0
Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-04 11:00:00,2024-03-04 11:30:00,2024-03-04 14:29,Delayed,Staff-Related,0,16514,0
Contactless,Adult,Standard,Advance,8,Manchester Piccadilly,Nottingham,2024-03-05 09:00:00,2024-03-05 10:00:00,2024-03-05 11:13,Delayed,Signal Failure,0,16522,0
